,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
13,14.0,14.8,14.4,14.2,14.2,14.2,14.3,14.3,14.3,14.3,14.2,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
14,15.8,14.3,14.0,14.0,14.5,14.4,14.3,14.2,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
15,14.0,15.8,14.8,14.5,14.4,14.4,14.3,14.3,14.3,14.2,14.5,14.5,14.4,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3
16,14.3,14.0,15.1,14.6,14.5,14.5,14.4,14.3,14.3,14.3,14.3,14.3,14.2,14.6,14.5,14.5,14.5,14.4,14.4,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
17,14.8,14.1,14.0,15.1,14.8,14.6,14.6,14.5,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
18,14.6,14.1,14.0,14.8,14.6,14.6,14.5,14.4,14.3,14.3,14.3,14.2,14.4,14.4,14.3,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.4,14.3,14.3,14.4,14.3,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
19,36.3,16.3,14.8,14.5,14.5,14.4,14.3,14.3,14.2,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.4,14.3,14.4,14.3,14.3,14.4,14.3,14.3,14.3,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
20,36.3,17.0,15.1,14.6,14.5,14.4,14.3,14.2,14.8,14.8,14.6,14.6,14.5,14.5,14.5,14.4,14.4,14.3,14.4,14.4,14.4,14.4,14.3,14.3,14.4,14.4,14.4,14.3,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
21,14.8,14.0,15.4,14.6,14.5,14.5,14.4,14.3,14.3,14.3,14.2,14.5,14.4,14.4,14.4,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.4,14.4,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
22,14.6,14.0,14.6,14.4,14.3,14.3,14.2,14.8,14.6,14.5,14.5,14.5,14.4,14.3,14.4,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
23,15.4,14.2,14.0,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.6,14.6,14.5,14.5,14.5,14.5,14.4,14.4,14.4,14.4,14.3,14.3,14.4,14.3,14.3,14.3,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
24,14.3,14.0,14.4,14.2,14.2,14.3,14.3,14.3,14.2,14.6,14.6,14.5,14.5,14.5,14.4,14.4,14.3,14.3,14.4,14.4,14.4,14.3,14.3,14.3,14.3,14.4,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
25,14.0,27.5,18.9,17.0,15.8,15.4,15.4,14.8,14.8,14.6,14.6,14.5,14.5,14.5,14.4,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3
26,15.8,14.3,14.0,15.1,14.8,14.6,14.6,14.5,14.5,14.4,14.4,14.3,14.3,14.4,14.3,14.4,14.4,14.3,14.4,14.3,14.3,14.4,14.3,14.3,14.3,14.4,14.4,14.4,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.3
27,61.6,17.8,15.4,14.8,14.6,14.5,14.5,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.4,14.3,14.4,14.3,14.3,14.3,14.4,14.3,14.4,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.4,14.4,14.4,14.3,14.3,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
28,17.0,14.4,14.2,14.0,15.4,15.1,14.8,14.6,14.6,14.5,14.5,14.4,14.3,14.4,14.3,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
29,14.0,15.8,14.8,14.5,14.5,14.4,14.3,14.3,14.3,14.2,14.5,14.5,14.5,14.4,14.4,14.3,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3
30,14.0,15.1,14.5,14.3,14.2,14.2,14.8,14.6,14.5,14.5,14.5,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.4,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
31,14.0,14.0,15.1,14.6,14.5,14.4,14.4,14.3,14.3,14.3,14.2,14.6,14.5,14.5,14.5,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3
32,14.4,14.0,17.8,16.3,15.8,15.4,15.1,14.8,14.6,14.6,14.6,14.5,14.5,14.4,14.4,14.3,14.5,14.4,14.3,14.4,14.3,14.4,14.3,14.4,14.3,14.4,14.3,14.4,14.4,14.3,14.4,14.4,14.3,14.3,14.3,14.3,14.4,14.4,14.3,14.3,14.4,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3
33,22.1,15.1,14.5,14.3,14.2,14.3,14.2,14.6,14.6,14.5,14.5,14.5,14.4,14.4,14.3,14.4,14.4,14.3,14.3,14.4,14.4,14.3,14.4,14.3,14.4,14.4,14.4,14.3,14.3,14.4,14.3,14.3,14.3,14.4,14.4,14.4,14.3,14.3,14.3,14.4,14.4,14.4,14.4,14.4,14.3,14.3,14.3,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3
34,36.3,17.8,15.8,15.4,15.1,14.8,14.8,14.6,14.6,14.5,14.5,14.5,14.5,14.4,14.4,14.4,14.3,14.4,14.4,14.4,14.4,14.4,14.4,14.3,14.4,14.4,14.4,14.4,14.4,14.3,14.4,14.4,14.4,14.3,14.3,14.3,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.4,14.4,14.3,14.4,14.3,14.3,14.4,14.3,14.3,14.4,14.4,14.4,14.4
35,230.4,27.5,18.9,17.0,15.8,15.4,15.4,14.8,14.8,14.6,14.6,14.5,14.5,14.5,14.4,14.4,14.3,14.4,14.3,14.4,14.3,14.4,14.4,14.3,14.4,14.4,14.4,14.3,14.4,14.3,14.4,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.4,14.4,14.4,14.4,14.4,14.3,14.3,14.3,14.4,14.3,14.4,14.4,14.4,14.3,14.3,14.3,14.3
36,115.5,22.1,17.0,15.4,15.1,14.8,14.6,14.5,14.5,14.4,14.4,14.3,14.4,14.3,14.5,14.4,14.4,14.3,14.4,14.4,14.4,14.3,14.4,14.4,14.3,14.3,14.4,14.3,14.4,14.4,14.3,14.3,14.3,14.4,14.4,14.4,14.4,14.4,14.3,14.4,14.4,14.4,14.3,14.3,14.4,14.4,14.4,14.3,14.3,14.3,14.4,14.3,14.4,14.3,14.3,14.3
37,22.1,15.1,14.5,14.3,14.3,14.3,14.3,14.3,14.4,14.4,14.4,14.3,14.4,14.3,14.4,14.4,14.3,14.3,14.4,14.3,14.4,14.4,14.3,14.4,14.3,14.3,14.3,14.4,14.4,14.3,14.4,14.4,14.3,14.4,14.4,14.4,14.3,14.3,14.3,14.4,14.4,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
38,14.0,14.4,14.1,14.2,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.4,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.2
39,15.1,14.1,14.0,15.8,15.4,15.4,14.8,14.8,14.6,14.6,14.5,14.5,14.4,14.4,14.3,14.4,14.3,14.3,14.4,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.4,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
40,14.5,14.0,15.4,14.6,14.5,14.5,14.3,14.3,14.3,14.2,14.6,14.5,14.5,14.5,14.4,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
41,14.0,14.8,14.4,14.2,14.1,14.8,14.6,14.5,14.5,14.4,14.4,14.3,14.4,14.3,14.3,14.3,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.3
42,14.2,14.0,14.0,14.2,14.3,14.2,14.3,14.3,14.2,14.5,14.5,14.4,14.4,14.3,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.4,14.4,14.4,14.4,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
43,14.0,14.5,14.2,14.0,14.6,14.5,14.4,14.3,14.3,14.3,14.2,14.6,14.5,14.5,14.5,14.4,14.4,14.3,14.4,14.4,14.3,14.3,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
44,22.1,15.1,14.5,14.3,14.2,14.2,14.2,14.5,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.4,14.4,14.3,14.3,14.4,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.4,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.4,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
45,14.0,14.0,14.0,14.5,14.4,14.3,14.3,14.2,14.5,14.4,14.3,14.3,14.3,14.3,14.2,14.4,14.4,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.4,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.3
46,14.0,14.1,14.0,14.2,14.2,14.1,14.4,14.3,14.3,14.2,14.3,14.3,14.3,14.2,14.4,14.4,14.3,14.3,14.4,14.4,14.3,14.3,14.4,14.4,14.3,14.3,14.3,14.4,14.3,14.3,14.4,14.4,14.3,14.4,14.4,14.3,14.3,14.3,14.3,14.4,14.4,14.4,14.4,14.3,14.3,14.3,14.3,14.4,14.3,14.4,14.4,14.3,14.3,14.3,14.3,14.3
47,14.0,14.0,14.1,14.0,14.1,14.1,14.2,14.2,14.2,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.3,14.4,14.4,14.4,14.4,14.4,14.4,14.3,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.3,14.3,14.3,14.4,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.4,14.4,14.4,14.4,14.4,14.3,14.3,14.3,14.4,14.4,14.3,14.3
