,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
10,14.5,14.0,14.0,14.0,14.0,14.0,14.1,14.0,14.2,14.1,14.0,14.5,14.4,14.3,14.2,14.1,14.0,14.8,14.5,14.5,14.5,14.4,14.3,14.2,14.2,14.2,14.0,14.2,14.1,14.1,14.0,14.6,14.6,14.5,14.4,14.3,14.2,14.2,14.0,14.3,14.2,14.1,14.0,14.3,14.2,14.1,14.0,14.2,14.2,14.1,14.1,14.2,14.1,14.1,14.2,14.1,14.3,14.3,14.2,14.2,14.2,14.2,14.1,14.1,14.0,14.3,14.3,14.2,14.2,14.2,14.1,14.0,14.3,14.3,14.2,14.1,14.1,14.2,14.1,14.2,14.2,14.1,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.1,14.2,14.1,14.2,14.2
11,14.2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.3,14.2,14.0,14.0,14.4,14.3,14.2,14.1,14.1,14.5,14.4,14.4,14.3,14.2,14.2,14.2,14.0,14.4,14.3,14.2,14.2,14.1,14.0,14.5,14.5,14.4,14.3,14.2,14.1,14.0,14.3,14.2,14.2,14.1,14.0,14.6,14.5,14.4,14.3,14.3,14.2,14.2,14.2,14.1,14.1,14.2,14.1,14.3,14.2,14.2,14.2,14.2,14.1,14.1,14.1,14.0,14.6,14.5,14.4,14.4,14.3,14.3,14.2,14.2,14.2,14.0,14.0,14.3,14.3,14.3,14.2,14.2,14.2,14.0,14.1,14.0,14.2,14.1,14.1,14.2,14.1,14.1,14.2,14.0,14.0
12,20.3,14.5,14.3,14.2,14.0,14.1,14.0,14.2,14.1,14.2,14.1,14.2,14.1,14.0,14.5,14.4,14.3,14.2,14.2,14.1,14.1,14.1,14.0,14.2,14.2,14.0,14.5,14.4,14.3,14.3,14.2,14.1,14.2,14.1,14.1,14.2,14.1,14.2,14.1,14.1,14.3,14.2,14.2,14.1,14.2,14.0,14.6,14.6,14.5,14.5,14.4,14.4,14.3,14.3,14.3,14.2,14.0,14.0,14.1,14.0,14.2,14.2,14.1,14.2,14.1,14.1,14.1,14.1,14.0,14.3,14.2,14.2,14.2,14.1,14.3,14.2,14.2,14.2,14.1,14.2,14.1,14.2,14.0,14.1,14.1,14.0,14.3,14.3,14.3,14.3,14.2,14.2,14.1,14.1
13,75.2,17.0,15.4,14.8,14.6,14.5,14.5,14.4,14.3,14.3,14.1,14.2,14.2,14.0,15.4,15.4,14.8,14.6,14.5,14.4,14.4,14.3,14.2,14.2,14.2,14.1,14.0,14.4,14.3,14.3,14.2,14.1,14.1,14.2,14.2,14.1,14.2,14.0,14.5,14.5,14.3,14.3,14.2,14.1,14.1,14.3,14.2,14.1,14.2,14.2,14.2,14.1,14.2,14.2,14.1,14.2,14.0,14.0,14.1,14.0,14.2,14.1,14.1,14.2,14.1,14.1,14.1,14.0,14.3,14.3,14.2,14.2,14.2,14.1,14.3,14.2,14.2,14.0,14.2,14.2,14.1,14.2,14.0,14.1,14.0,14.4,14.3,14.3,14.3,14.2,14.2,14.2,14.1,14.1
14,14.6,14.0,14.0,14.0,14.0,14.2,14.1,14.0,14.2,14.1,14.5,14.3,14.2,14.1,14.1,14.0,14.5,14.4,14.2,14.2,14.1,14.2,14.1,14.0,14.2,14.2,14.0,14.8,14.8,14.6,14.5,14.5,14.3,14.3,14.2,14.1,14.2,14.0,14.8,14.6,14.5,14.5,14.4,14.3,14.2,14.1,14.2,14.2,14.2,14.1,14.1,14.2,14.1,14.1,14.1,14.3,14.0,14.1,14.0,14.2,14.1,14.2,14.1,14.3,14.2,14.2,14.1,14.1,14.1,14.2,14.0,14.3,14.3,14.3,14.2,14.1,14.1,14.2,14.2,14.2,14.2,14.1,14.3,14.3,14.3,14.2,14.2,14.2,14.1,14.2,14.2,14.1,14.3,14.3
15,14.8,14.0,14.0,14.0,14.0,14.4,14.3,14.3,14.2,14.2,14.2,14.0,14.3,14.2,14.0,14.8,14.6,14.6,14.4,14.3,14.3,14.2,14.2,14.1,14.0,14.3,14.3,14.2,14.1,14.0,14.8,14.6,14.6,14.5,14.4,14.3,14.2,14.2,14.1,14.1,14.2,14.1,14.0,14.3,14.2,14.1,14.3,14.2,14.2,14.1,14.2,14.2,14.1,14.1,14.1,14.2,14.0,14.0,14.2,14.2,14.2,14.1,14.2,14.0,14.2,14.2,14.1,14.1,14.1,14.1,14.2,14.2,14.2,14.1,14.3,14.2,14.2,14.1,14.1,14.2,14.2,14.2,14.0,14.0,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.1,14.3,14.3
16,20.3,14.5,14.2,14.1,14.0,14.6,14.6,14.5,14.5,14.4,14.2,14.0,14.3,14.2,14.2,14.1,14.2,14.2,14.3,14.2,14.2,14.1,14.2,14.2,14.2,14.0,14.6,14.5,14.4,14.3,14.2,14.2,14.1,14.3,14.2,14.1,14.2,14.2,14.1,14.1,14.4,14.3,14.2,14.2,14.1,14.5,14.4,14.3,14.3,14.2,14.2,14.2,14.1,14.1,14.2,14.1,14.5,14.4,14.4,14.3,14.3,14.3,14.2,14.2,14.1,14.2,14.1,14.2,14.1,14.1,14.3,14.3,14.2,14.2,14.0,14.3,14.3,14.2,14.2,14.2,14.1,14.2,14.2,14.1,14.2,14.1,14.1,14.1,14.2,14.1,14.2,14.2,14.2,14.2
17,14.5,14.0,14.0,14.0,14.1,14.1,14.0,14.3,14.2,14.2,14.2,14.0,14.6,14.5,14.3,14.3,14.2,14.2,14.2,14.1,14.2,14.2,14.0,14.3,14.3,14.2,14.1,14.1,14.0,14.6,14.5,14.5,14.3,14.2,14.2,14.1,14.3,14.2,14.1,14.2,14.0,14.2,14.2,14.1,14.4,14.3,14.1,14.2,14.2,14.1,14.2,14.2,14.1,14.1,14.2,14.1,14.4,14.4,14.3,14.3,14.3,14.3,14.2,14.1,14.1,14.2,14.1,14.2,14.1,14.2,14.2,14.1,14.2,14.2,14.0,14.3,14.3,14.2,14.2,14.2,14.2,14.1,14.5,14.5,14.5,14.5,14.4,14.4,14.4,14.3,14.3,14.3,14.2,14.2
18,14.0,14.6,14.4,14.3,14.2,14.0,14.6,14.6,14.5,14.5,14.3,14.1,14.0,14.8,14.5,14.5,14.4,14.3,14.1,14.3,14.3,14.2,14.1,14.0,14.2,14.1,14.2,14.0,14.8,14.8,14.6,14.5,14.4,14.3,14.3,14.2,14.1,14.6,14.6,14.5,14.4,14.3,14.3,14.2,14.2,14.1,14.1,14.2,14.2,14.1,14.1,14.2,14.2,14.1,14.2,14.1,14.2,14.2,14.1,14.1,14.1,14.2,14.1,14.3,14.3,14.2,14.2,14.1,14.1,14.1,14.1,14.2,14.1,14.3,14.2,14.1,14.1,14.4,14.4,14.3,14.3,14.3,14.2,14.2,14.2,14.1,14.1,14.1,14.1,14.2,14.2,14.1,14.2,14.2
19,14.0,14.0,14.0,14.0,14.4,14.3,14.3,14.2,14.2,14.2,14.2,14.1,14.0,15.1,14.8,14.6,14.5,14.4,14.2,14.2,14.2,14.1,14.2,14.1,14.0,14.5,14.4,14.3,14.2,14.2,14.1,14.2,14.1,14.2,14.1,14.6,14.5,14.5,14.3,14.3,14.2,14.1,14.0,14.8,14.6,14.5,14.4,14.3,14.3,14.2,14.2,14.2,14.1,14.1,14.2,14.1,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.0,14.4,14.3,14.3,14.2,14.2,14.2,14.1,14.1,14.2,14.1,14.3,14.2,14.2,14.1,14.1,14.2,14.2,14.2,14.1,14.1,14.1,14.2,14.1,14.1,14.1,14.2,14.1,14.2,14.2,14.2
20,14.0,14.0,14.0,14.0,14.6,14.5,14.5,14.4,14.3,14.3,14.1,15.8,15.8,15.4,14.8,14.6,14.5,14.5,14.3,14.2,14.2,14.1,14.2,14.2,14.2,14.1,14.1,14.3,14.2,14.2,14.1,14.2,14.2,14.0,14.6,14.5,14.3,14.2,14.2,14.2,14.0,14.4,14.3,14.3,14.2,14.1,14.4,14.3,14.3,14.3,14.2,14.2,14.1,14.2,14.2,14.1,14.3,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.1,14.2,14.1,14.2,14.2,14.2,14.1,14.3,14.2,14.2,14.1,14.1,14.2,14.2,14.2,14.1,14.1,14.2,14.1,14.1,14.1,14.2,14.1,14.2,14.2,14.1,14.1
21,14.0,14.0,14.0,14.3,14.2,14.1,14.1,14.0,14.8,14.6,14.5,14.3,14.2,14.2,14.2,14.1,14.3,14.3,14.1,14.2,14.2,14.2,14.0,14.2,14.2,14.1,14.3,14.2,14.2,14.2,14.1,14.3,14.2,14.1,14.2,14.1,14.4,14.3,14.2,14.2,14.1,14.0,14.5,14.4,14.3,14.2,14.2,14.1,14.3,14.2,14.2,14.2,14.1,14.2,14.2,14.1,14.6,14.6,14.6,14.5,14.5,14.5,14.4,14.3,14.3,14.2,14.2,14.1,14.2,14.1,14.3,14.2,14.2,14.2,14.0,14.5,14.5,14.4,14.3,14.3,14.3,14.3,14.2,14.2,14.2,14.1,14.1,14.2,14.2,14.1,14.3,14.2,14.2,14.2
22,14.0,15.4,14.6,14.5,14.3,14.3,14.2,14.2,14.3,14.2,15.4,14.8,14.6,14.5,14.3,14.3,14.2,14.2,14.4,14.3,14.3,14.3,14.2,14.1,14.1,14.4,14.3,14.2,14.1,14.3,14.3,14.2,14.1,14.3,14.3,14.2,14.2,14.2,14.2,14.1,14.5,14.5,14.4,14.3,14.2,14.3,14.2,14.1,14.3,14.3,14.2,14.2,14.2,14.1,14.2,14.2,14.0,14.1,14.1,14.0,14.3,14.3,14.3,14.2,14.2,14.1,14.3,14.2,14.2,14.2,14.1,14.2,14.2,14.1,14.8,14.6,14.6,14.5,14.5,14.5,14.4,14.4,14.3,14.3,14.2,14.2,14.2,14.2,14.1,14.2,14.2,14.1,14.5,14.5
23,14.0,20.3,17.0,15.8,15.4,15.1,14.8,14.8,14.6,14.5,14.4,14.2,14.2,14.2,14.1,14.3,14.2,14.3,14.2,14.1,14.3,14.2,14.1,14.0,14.6,14.6,14.5,14.3,14.3,14.2,14.2,14.2,14.1,14.6,14.6,14.5,14.4,14.3,14.2,14.2,14.1,14.0,14.5,14.5,14.3,14.3,14.1,14.3,14.3,14.2,14.2,14.2,14.1,14.4,14.3,14.3,14.1,14.1,14.0,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.1,14.3,14.3,14.2,14.2,14.2,14.1,14.4,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.6,14.6,14.6,14.6,14.6,14.5,14.5,14.5,14.4,14.4,14.3,14.3
24,14.8,14.0,17.0,15.8,15.4,14.8,14.8,14.6,14.6,14.5,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.4,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.8,14.6,14.6,14.5,14.4,14.3,14.2,14.2,14.0,14.6,14.6,14.5,14.4,14.3,14.2,14.2,14.1,14.5,14.4,14.4,14.3,14.3,14.3,14.2,14.1,14.1,14.0,14.4,14.3,14.3,14.3,14.2,14.2,14.1,14.3,14.3,14.3,14.2,14.2,14.1,14.3,14.3,14.2,14.1,14.3,14.2,14.2,14.2,14.1,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.2,14.2,14.2,14.2
25,14.0,14.2,14.0,14.6,14.5,14.4,14.3,14.3,14.2,14.8,14.6,14.4,14.3,14.2,14.3,14.3,14.2,14.2,14.3,14.2,14.2,14.2,14.0,14.6,14.6,14.5,14.4,14.3,14.2,14.2,14.2,14.2,14.2,14.1,14.3,14.2,14.2,14.2,14.2,14.1,14.6,14.6,14.5,14.4,14.3,14.2,14.3,14.2,14.2,14.1,14.2,14.2,14.2,14.2,14.1,14.6,14.4,14.4,14.3,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.4,14.3,14.2,14.2,14.2,14.1,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.2,14.1,14.3,14.2,14.2,14.2,14.2
26,24.5,14.6,14.4,14.3,14.2,14.1,14.0,14.8,14.8,14.6,14.4,14.3,14.2,14.2,14.6,14.5,14.4,14.3,14.1,14.4,14.3,14.3,14.2,14.3,14.2,14.3,14.2,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.2,14.2,14.3,14.2,14.2,14.1,14.4,14.4,14.3,14.3,14.3,14.2,14.3,14.1,14.0,14.3,14.3,14.3,14.3,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.3,14.3,14.3,14.2,14.2,14.2,14.2,14.1,14.1
27,230.4,22.1,17.8,17.0,15.8,15.4,15.1,14.8,14.8,14.6,14.5,14.3,14.2,14.3,14.2,14.2,14.3,14.2,15.1,14.8,14.8,14.6,14.6,14.5,14.5,14.4,14.3,14.2,14.2,14.3,14.2,14.3,14.2,14.3,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.3,14.2,14.3,14.3,14.2,14.2,14.1,14.4,14.3,14.3,14.3,14.2,14.4,14.4,14.3,14.3,14.3,14.3,14.2,14.3,14.3,14.2,14.2,14.3,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.2,14.2,14.2,14.2,14.2,14.2
28,230.4,22.1,17.8,17.0,15.8,15.4,15.1,14.8,14.8,14.6,14.4,14.3,14.2,14.5,14.4,14.3,14.2,14.4,14.2,14.2,14.2,14.1,14.6,14.5,14.5,14.4,14.3,14.2,14.3,14.2,14.4,14.3,14.2,14.3,14.3,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.3,14.2,14.3,14.3,14.2,14.2,14.2,14.1,14.3,14.3,14.3,14.2,14.6,14.5,14.5,14.5,14.4,14.4,14.3,14.3,14.2,14.3,14.3,14.2,14.3,14.2,14.3,14.2,14.2,14.2,14.3,14.2,14.2,14.3,14.2,14.3,14.2,14.3,14.2,14.2,14.2,14.1,14.3,14.3,14.3,14.2,14.2,14.2,14.3,14.3
29,14.3,14.0,16.3,15.4,15.1,14.8,14.6,14.6,14.5,14.5,14.3,14.4,14.3,14.3,14.1,14.6,14.5,14.4,14.2,14.2,14.2,14.1,14.6,14.5,14.5,14.4,14.3,14.2,14.3,14.2,14.5,14.4,14.3,14.2,14.2,14.3,14.2,14.4,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.3,14.2,14.2,14.2,14.1,14.5,14.5,14.4,14.3,14.3,14.3,14.1,14.1,14.2,14.1,14.3,14.2,14.2,14.3,14.2,14.3,14.3,14.2,14.3,14.2,14.2,14.3,14.2,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.4,14.4,14.3,14.3,14.2,14.2
30,14.0,14.6,14.4,14.3,14.2,14.0,14.6,14.6,14.5,14.5,14.3,14.3,14.3,14.2,14.8,14.6,14.5,14.4,14.3,14.2,14.2,14.1,14.5,14.5,14.4,14.3,14.2,14.6,14.5,14.5,14.4,14.3,14.2,14.3,14.2,14.3,14.2,14.3,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.3,14.2,14.2,14.1,14.6,14.5,14.5,14.5,14.4,14.4,14.3,14.1,14.1,14.2,14.2,14.2,14.1,14.4,14.3,14.3,14.2,14.3,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.4,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.1
31,182.1,20.3,17.0,15.8,15.4,15.1,14.8,14.8,14.6,14.5,14.3,14.4,14.3,14.3,14.3,14.3,14.2,14.2,14.6,14.5,14.5,14.4,14.3,14.2,14.3,14.2,14.6,14.5,14.4,14.3,14.3,14.2,14.2,14.3,14.3,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.3,14.2,14.2,14.3,14.2,14.1,14.6,14.5,14.5,14.5,14.4,14.3,14.3,14.3,14.0,14.2,14.2,14.2,14.1,14.5,14.5,14.3,14.3,14.2,14.2,14.3,14.3,14.2,14.3,14.3,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
32,36.3,15.4,14.6,14.5,14.3,14.3,14.2,14.2,14.3,14.5,14.3,14.5,14.5,14.3,14.3,14.3,14.2,14.3,14.2,14.2,14.1,14.5,14.5,14.4,14.3,14.3,14.2,14.2,14.2,14.4,14.3,14.2,14.3,14.2,14.2,14.2,14.3,14.2,14.3,14.2,14.3,14.3,14.2,14.2,14.3,14.2,14.3,14.2,14.2,14.2,14.2,14.1,14.3,14.2,14.2,14.3,14.2,14.2,14.1,14.2,14.2,14.2,14.2,14.3,14.2,14.4,14.3,14.3,14.3,14.2,14.3,14.3,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.3,14.3
33,14.0,14.3,14.0,15.8,15.4,14.8,14.8,14.6,14.6,14.5,14.3,14.6,14.5,14.4,14.3,14.2,14.8,14.6,14.5,14.4,14.3,14.3,14.2,14.3,14.3,14.2,14.6,14.4,14.3,14.3,14.2,14.6,14.5,14.4,14.3,14.3,14.2,14.2,14.3,14.2,14.2,14.3,14.2,14.3,14.2,14.2,14.3,14.3,14.2,14.2,14.2,14.1,14.4,14.3,14.3,14.2,14.5,14.5,14.4,14.4,14.3,14.3,14.3,14.2,14.3,14.2,14.3,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
34,14.0,15.4,14.6,14.5,14.3,14.2,14.2,14.3,14.4,14.3,14.6,14.4,14.3,14.3,14.4,14.3,14.2,14.3,14.1,14.6,14.6,14.5,14.5,14.4,14.3,14.3,14.2,14.3,14.2,14.5,14.3,14.2,14.2,14.5,14.4,14.3,14.2,14.2,14.1,14.6,14.5,14.5,14.4,14.3,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.1,14.3,14.3,14.3,14.2,14.5,14.5,14.4,14.3,14.3,14.3,14.3,14.2,14.3,14.2,14.3,14.2,14.3,14.2,14.2,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.1,14.4,14.3,14.3
35,14.0,17.0,15.4,14.8,14.6,14.5,14.4,14.3,14.5,14.3,14.5,14.3,14.3,14.5,14.3,14.3,14.2,14.3,14.2,14.2,14.1,14.6,14.5,14.5,14.5,14.3,14.3,14.2,14.3,14.2,14.3,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.4,14.3,14.3,14.2,14.2,14.1,14.4,14.3,14.3,14.3,14.2,14.6,14.6,14.5,14.5,14.5,14.4,14.4,14.3,14.2,14.3,14.2,14.3,14.3,14.2,14.3,14.2,14.3,14.2,14.3,14.2,14.3,14.2,14.2,14.3,14.2,14.2,14.3,14.2,14.2,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
