,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
31,16.3,14.8,17.0,16.3,15.4,16.3,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.1,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.1,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.1,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.1,15.1,15.1,15.4,15.4,15.4
32,24.5,15.8,15.1,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.1,15.1,15.4,15.1,15.4,15.4,15.1,15.1,15.1,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.1,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.1,15.1,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1
33,14.0,22.1,17.0,15.8,15.4,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1
34,15.8,14.6,15.4,14.8,15.8,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1
35,14.8,14.5,14.8,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1
36,14.1,14.8,14.6,14.8,14.8,14.8,15.1,15.1,14.8,15.1,14.8,15.1,14.8,14.8,15.4,15.1,14.8,14.8,14.8,14.8,15.1,14.8,15.1,15.1,14.8,14.8,14.8,14.8,14.8,15.1,14.8,14.8,14.8,14.8,15.1,15.1,14.8,15.1,14.8,14.8,14.8,15.1,14.8,14.8,14.8,14.8,14.8,15.1,14.8,14.8,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,15.1,14.8,15.1,14.8,14.8,14.8,14.8,14.8,14.8,15.1,14.8,14.8,15.1,15.1,14.8,15.1,14.8,14.8,14.8,14.8,14.8,15.1,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8
37,14.2,15.1,14.6,14.8,14.8,14.8,15.1,14.8,14.8,15.4,14.8,15.1,14.8,15.4,14.8,14.8,14.8,15.1,14.8,14.8,15.1,15.1,14.8,14.8,14.8,15.1,14.8,15.1,14.8,14.8,15.1,14.8,14.8,15.1,14.8,14.8,14.8,15.1,15.1,14.8,15.1,14.8,14.8,14.8,14.8,15.1,14.8,15.1,14.8,15.1,14.8,15.1,14.8,14.8,14.8,14.8,15.1,14.8,14.8,14.8,15.1,14.8,15.1,14.8,14.8,14.8,15.1,14.8,14.8,15.1,14.8,15.1,14.8,15.1,14.8,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,15.1,14.8,15.1,15.1,14.8,14.8,14.8,14.8,14.8,14.8,15.1,14.8,14.8,15.1,14.8,15.1,14.8,14.8,15.1,14.8,14.8,14.8,15.1,14.8,14.8
38,15.1,14.5,14.8,14.8,14.8,14.8,14.8,15.4,15.1,14.8,15.4,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,14.8,15.1,14.8,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,14.8,15.1,15.1,14.8,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,14.8,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,14.8,15.1,14.8,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,14.8,15.1,14.8,15.1,14.8,15.1,14.8,15.1,15.1,14.8,14.8,14.8,15.1,15.1,14.8,15.1,15.1,14.8,14.8,14.8,15.1,15.1,15.1,14.8,14.8
39,17.0,14.6,15.4,14.8,15.1,14.8,15.1,15.1,14.8,15.4,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,14.8,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,14.8,15.1,15.1,15.1,15.1,15.1,14.8,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1
40,22.1,15.4,14.8,14.8,14.8,14.8,15.4,14.8,15.4,15.1,14.8,15.4,14.8,15.1,15.1,14.8,15.1,15.1,14.8,15.1,14.8,15.1,15.1,14.8,15.1,15.1,14.8,15.1,14.8,15.1,15.1,14.8,15.1,14.8,15.1,14.8,15.1,15.1,14.8,14.8,15.1,15.1,14.8,15.1,15.1,14.8,15.1,14.8,14.8,15.1,15.1,14.8,14.8,15.1,15.1,14.8,15.1,14.8,15.1,14.8,15.1,14.8,15.1,14.8,14.8,15.1,14.8,14.8,15.1,14.8,14.8,15.1,15.1,14.8,15.1,14.8,15.1,15.1,15.1,15.1,15.1,14.8,14.8,15.1,15.1,15.1,15.1,14.8,14.8,14.8,15.1,14.8,15.1,14.8,15.1,14.8,15.1,15.1,14.8,14.8,15.1,15.1,15.1,14.8,14.8,15.1,15.1,15.1
41,14.0,15.4,14.8,14.6,14.6,14.6,14.8,14.8,14.8,14.8,14.8,14.8,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8
42,14.8,14.4,14.5,14.6,14.6,14.8,14.6,14.8,14.8,14.8,14.8,14.8,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8
43,14.5,14.3,14.4,14.6,14.6,14.6,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.6,14.8,14.8,14.6,14.8,14.8,14.6,14.6,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.6,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.6,14.6,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.6,14.6,14.8,14.6,14.6,14.8,14.8,14.6,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8
44,14.1,14.4,14.6,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.6,14.8,14.8,14.8,14.6,14.6,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.6,14.6,14.6,14.8,14.6,14.6,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.8,14.6,14.6,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
45,14.0,14.3,14.8,14.8,14.6,15.1,14.6,14.8,14.6,15.1,14.8,14.6,14.8,14.8,14.6,14.8,14.6,14.8,14.6,14.8,14.8,14.6,14.6,14.6,14.8,14.6,14.6,14.8,14.6,14.6,14.8,14.6,14.6,14.6,14.8,14.6,14.8,14.6,14.8,14.6,14.8,14.6,14.8,14.6,14.8,14.8,14.6,14.6,14.6,14.6,14.8,14.6,14.6,14.6,14.8,14.6,14.8,14.6,14.6,14.6,14.6,14.6,14.8,14.6,14.6,14.8,14.6,14.6,14.6,14.6,14.8,14.6,14.6,14.6,14.6,14.8,14.6,14.6,14.6,14.6,14.6,14.8,14.6,14.8,14.8,14.6,14.6,14.6,14.6,14.8,14.6,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.8,14.6,14.6,14.8,14.6,14.6,14.6
46,14.2,14.8,14.6,14.8,15.4,15.1,14.8,14.8,15.1,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.6,14.8,14.6,14.8,14.6,14.8,14.6,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.6,14.8,14.8,14.8,14.6,14.6,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.6,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.6,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.6,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8
47,230.4,36.3,22.1,18.9,17.0,15.8,15.4,15.4,15.4,15.4,15.1,15.4,14.8,15.4,15.1,15.4,15.1,15.4,15.1,15.4,15.1,15.1,15.1,15.4,15.1,15.1,15.4,15.1,15.4,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1
